Date,Open,High,Low,Close,Adj Close,Volume
06/09/2021,31.863636,31.90909,31.81818,31.90909,31.356567,3240503
07/09/2021,31.81818,31.90909,31.81818,31.90909,31.356567,1834422
08/09/2021,31.863636,31.90909,31.81818,31.90909,31.356567,4503026
09/09/2021,31.81818,31.863636,31.772726,31.772726,31.222565,4369658
12/09/2021,31.81818,31.863636,31.772726,31.772726,31.222565,2494280
13/09/2021,31.772726,31.863636,31.727272,31.863636,31.311901,4170966
14/09/2021,31.772726,31.863636,31.772726,31.772726,31.222565,4539367
15/09/2021,31.81818,31.954544,31.81818,31.954544,31.401234,8431960
16/09/2021,31.954544,32.045452,31.863636,31.954544,31.401234,11754780
19/09/2021,31.90909,31.954544,31.727272,31.81818,31.267231,8097801
20/09/2021,31.772726,31.81818,31.727272,31.81818,31.267231,4873804
21/09/2021,31.727272,31.81818,31.727272,31.727272,31.177898,4978432
22/09/2021,31.727272,31.81818,31.727272,31.772726,31.222565,2677562
26/09/2021,31.81818,31.954544,31.772726,31.90909,31.356567,8759381
27/09/2021,31.90909,32,31.863636,31.90909,31.356567,6821019
28/09/2021,31.954544,33.227272,31.863636,33.045452,32.473251,34658086
29/09/2021,32.81818,33.136364,32.545452,32.727272,32.16058,14998184
30/09/2021,32.681816,32.81818,32.454544,32.727272,32.16058,9498419
03/10/2021,32.636364,32.772728,32.590908,32.772728,32.20525,4962854
04/10/2021,32.727272,33.363636,32.636364,33.090908,32.517921,14465144
05/10/2021,33.181816,33.81818,33.136364,33.681816,33.098598,22231350
06/10/2021,33.681816,34.545452,33.681816,33.909088,33.321934,33166272
07/10/2021,33.954544,34.272728,33.636364,33.772728,33.187935,7932927
10/10/2021,33.863636,33.954544,33.31818,33.590908,33.009262,6912447
11/10/2021,33.590908,33.590908,33.590908,33.590908,33.009262,0
12/10/2021,33.636364,34.045452,33.5,33.81818,33.232601,11143045
13/10/2021,33.772728,33.81818,33.590908,33.636364,33.053932,5104151
14/10/2021,33.636364,33.954544,33.590908,33.909088,33.321934,7399998
17/10/2021,33.863636,34.136364,33.81818,34,33.41127,8599056
18/10/2021,34,34,33.863636,34,33.41127,4568963
19/10/2021,34,34.181816,33.909088,34.045452,33.455936,5598800
20/10/2021,33.954544,34.045452,33.727272,33.863636,33.277271,5767853
21/10/2021,33.909088,34.181816,33.863636,34.045452,33.455936,7198244
24/10/2021,34.045452,34.136364,34,34,33.41127,5776310
25/10/2021,33.909088,34.090908,33.909088,34.045452,33.455936,8115036
26/10/2021,34,34.090908,33.909088,34,33.41127,8659994
27/10/2021,33.954544,34.545452,33.954544,34.272728,33.679276,13380002
28/10/2021,34.181816,34.363636,34.045452,34.31818,33.723942,9173571
31/10/2021,34.454544,34.81818,34.363636,34.454544,33.857948,9995294
01/11/2021,34.454544,34.545452,34.31818,34.31818,33.723942,5712082
02/11/2021,34.31818,34.454544,34.227272,34.454544,33.857948,5599803
03/11/2021,34.409088,34.409088,34.136364,34.181816,33.589939,3502084
04/11/2021,34.136364,34.409088,34.090908,34.409088,33.813274,3701805
07/11/2021,34.181816,34.227272,34.090908,34.181816,33.905071,2846412
08/11/2021,34.136364,34.227272,34.045452,34.090908,33.814899,5698403
09/11/2021,34.090908,34.090908,33.863636,33.909088,33.634552,3832682
10/11/2021,33.909088,34.136364,33.772728,34,33.724728,3039720
11/11/2021,33.954544,34.136364,33.909088,34.136364,33.859989,2573225
14/11/2021,34.090908,34.136364,34,34.045452,33.769814,1798449
15/11/2021,33.954544,34.045452,33.863636,33.863636,33.58947,2815810
16/11/2021,33.81818,33.909088,33.636364,33.772728,33.499298,4040092
17/11/2021,33.636364,33.727272,33.590908,33.681816,33.409122,2673226
18/11/2021,33.681816,33.681816,33.681816,33.681816,33.409122,0
21/11/2021,33.272728,33.272728,32.727272,32.81818,32.552479,5138288
22/11/2021,32.727272,32.863636,32,32.227272,31.966352,6337315
23/11/2021,32.136364,33,31.954544,32.545452,32.281956,6493741
24/11/2021,32.954544,32.954544,32.727272,32.727272,32.462303,2968179
25/11/2021,32.772728,33,32.363636,32.363636,32.101612,4226513
28/11/2021,32.363636,32.363636,32.363636,32.363636,32.101612,0
29/11/2021,31.772726,31.954544,31.727272,31.727272,31.470402,6386022
30/11/2021,31.727272,31.772726,31.5,31.5,31.244968,12087608
01/12/2021,31.590908,31.81818,31.545454,31.81818,31.560574,4814005
02/12/2021,31.81818,31.81818,31.81818,31.81818,31.560574,0
05/12/2021,31.81818,32.090908,31.81818,32,31.740921,3778628
06/12/2021,32.045452,32.136364,31.81818,31.81818,31.560574,5064022
07/12/2021,32.090908,32.090908,31.863636,31.863636,31.605661,3892295
08/12/2021,31.863636,32.045452,31.81818,31.863636,31.605661,5440926
09/12/2021,31.90909,31.954544,31.5,31.590908,31.33514,11284023
12/12/2021,31.636362,31.681818,31.40909,31.636362,31.380228,4435145
13/12/2021,31.636362,31.81818,31.590908,31.681818,31.425316,5269282
14/12/2021,31.681818,31.81818,31.590908,31.81818,31.560574,3270890
15/12/2021,31.772726,31.954544,31.681818,31.954544,31.695833,4293162
16/12/2021,31.863636,32.090908,31.863636,32.045452,31.786005,8852822
19/12/2021,31.954544,32,31.81818,31.863636,31.605661,2674213
20/12/2021,31.863636,32.045452,31.727272,32.045452,31.786005,4650110
21/12/2021,32,32.227272,31.90909,32.227272,31.966352,4772926
22/12/2021,32.181816,32.409088,32.136364,32.181816,31.921265,3304166
23/12/2021,32.136364,32.454544,32.136364,32.454544,32.191784,3033760
26/12/2021,32.363636,32.454544,32.272728,32.272728,32.01144,1447994
27/12/2021,32.272728,32.272728,32.136364,32.181816,31.921265,2306984
28/12/2021,32.272728,32.363636,32.227272,32.363636,32.101612,3018206
29/12/2021,32.272728,32.31818,31.954544,32,31.740921,2871236
30/12/2021,32,32.545452,31.954544,32.545452,32.281956,7344383
02/01/2022,32.5,32.5,32.31818,32.31818,32.056526,2404110
03/01/2022,32.272728,32.545452,32.272728,32.409088,32.146698,3099924
04/01/2022,32.363636,32.454544,32.31818,32.363636,32.101612,2202858
05/01/2022,32.31818,32.545452,32.31818,32.5,32.236874,2708927
06/01/2022,32.363636,32.409088,32.227272,32.227272,31.966352,3490774
09/01/2022,32.272728,32.454544,32.272728,32.454544,32.191784,3774270
10/01/2022,32.454544,32.5,32.363636,32.409088,32.146698,2740455
11/01/2022,32.363636,32.727272,32.31818,32.727272,32.462303,5329094
12/01/2022,32.727272,33.045452,32.636364,33.045452,32.777908,9083807
13/01/2022,33.045452,33.409088,33.045452,33.363636,33.093517,8032825
16/01/2022,33.363636,33.727272,33.363636,33.409088,33.138599,4127411
17/01/2022,33.454544,33.636364,33.272728,33.545452,33.273861,5039234
18/01/2022,33.545452,33.636364,33.409088,33.454544,33.183689,3133532
19/01/2022,33.409088,33.5,33.31818,33.363636,33.093517,2158340
20/01/2022,33.363636,33.5,33.227272,33.5,33.228775,2585233
23/01/2022,33.409088,33.409088,33.090908,33.181816,32.91317,2033993
24/01/2022,33.181816,33.227272,32.909088,33,32.732826,2937386
25/01/2022,32.954544,33.272728,32.81818,33.272728,33.003345,2480397
26/01/2022,33.181816,33.545452,33.181816,33.545452,33.273861,3277579
27/01/2022,33.545452,33.545452,33.545452,33.545452,33.273861,0
30/01/2022,33.545452,33.954544,33.545452,33.772728,33.499298,4555974
31/01/2022,33.772728,34.090908,33.772728,33.954544,33.679642,6395976
01/02/2022,34.045452,34.090908,33.727272,33.863636,33.58947,4262282
02/02/2022,33.909088,34.090908,33.31818,33.409088,33.138599,5805787
03/02/2022,33.5,33.636364,33.363636,33.545452,33.273861,2128490
06/02/2022,33.181816,33.5,33.181816,33.454544,33.183689,3382938
07/02/2022,33.454544,33.681816,33.272728,33.681816,33.409122,4403140
08/02/2022,33.681816,34.136364,33.681816,33.863636,33.58947,5759704
09/02/2022,33.863636,33.863636,33.590908,33.772728,33.499298,2662173
10/02/2022,33.636364,34,33.590908,33.909088,33.634552,3654535
13/02/2022,33.954544,34.090908,33.545452,33.681816,33.409122,6718836
14/02/2022,33.681816,33.909088,33.545452,33.909088,33.634552,4574067
15/02/2022,33.81818,34.090908,33.81818,33.909088,33.634552,6327832
16/02/2022,33.909088,34.31818,33.81818,34.31818,34.040333,9148051
17/02/2022,34.31818,34.454544,34.090908,34.31818,34.040333,10568681
20/02/2022,34.227272,34.454544,34.181816,34.272728,33.995247,5754718
21/02/2022,34.272728,36.545452,34.272728,35.681816,35.392929,43681041
23/02/2022,35.681816,36.909088,35.454544,36.863636,36.565182,31697998
24/02/2022,36.681816,38.409088,36.136364,37.590908,37.286564,50008241
27/02/2022,37.590908,38.136364,36.681816,37.227272,36.925873,27160584
28/02/2022,37.272728,37.772728,37.045452,37.772728,37.466911,27071415
01/03/2022,37.727272,37.954544,37.545452,37.681816,37.376736,13689079
02/03/2022,37.81818,39.227272,37.81818,39.136364,38.819508,43511365
03/03/2022,39.545452,40.909088,39.5,40.272728,39.946671,34770244
06/03/2022,40.909088,41.045452,40.363636,40.545452,40.217186,26881198
07/03/2022,41.363636,41.81818,40.636364,40.727272,40.397533,32810639
08/03/2022,40.909088,41.090908,39.363636,40.545452,40.217186,26687710
09/03/2022,40.81818,40.863636,39.363636,39.363636,39.044941,15340164
10/03/2022,38.727272,38.954544,37,37.363636,37.061131,41315437
13/03/2022,37.363636,37.863636,36.272728,36.31818,36.024139,22415422
14/03/2022,36.181816,36.772728,35.727272,35.727272,35.438015,26505429
15/03/2022,35.272728,35.636364,35,35.227272,34.942066,13398294
16/03/2022,35.454544,37.272728,35.31818,37.272728,36.970959,21390526
17/03/2022,37.136364,38.045452,36.545452,38.045452,37.737427,24996052
20/03/2022,38.636364,39.909088,38.590908,39.31818,38.999851,25210086
21/03/2022,39.727272,39.727272,38.81818,39.045452,38.729332,17849982
22/03/2022,39.272728,39.272728,38.681816,39.181816,38.86459,10176452
23/03/2022,38.954544,38.954544,38.136364,38.727272,38.413727,10568420
24/03/2022,38.863636,39.181816,38.636364,38.727272,38.413727,7183143
27/03/2022,38.5,38.636364,37.772728,38.045452,37.737427,11479509
28/03/2022,38,38.31818,37.772728,38.227272,37.917774,7344588
29/03/2022,38.136364,38.181816,37.954544,38.090908,37.782516,4791888
30/03/2022,38.090908,38.181816,37.5,37.909088,37.602169,4635904
31/03/2022,37.909088,39.181816,37.545452,39.181816,38.86459,12955660
03/04/2022,38.954544,39.181816,38.636364,39,38.684246,6702833
04/04/2022,39,39,39,39,38.684246,0
05/04/2022,39.181816,39.227272,38.909088,39.090908,38.774418,5123504
06/04/2022,39.090908,39.181816,38.909088,39.090908,38.774418,6615244
07/04/2022,39.045452,39.045452,38.772728,38.954544,38.63916,4228156
10/04/2022,39,39.090908,38.863636,38.909088,38.59407,3242269
11/04/2022,38.863636,39.090908,38.727272,38.81818,38.503899,4617176
12/04/2022,38.81818,39.681816,38.772728,39.090908,38.774418,11366973
13/04/2022,39.090908,39.181816,38.681816,38.772728,38.458817,5807943
14/04/2022,38.772728,39.090908,38.545452,39.090908,38.774418,5049381
17/04/2022,39,39,38.81818,38.863636,38.548988,2843446
18/04/2022,38.81818,39,38.772728,38.909088,38.59407,2217816
19/04/2022,38.954544,39.045452,38.636364,38.636364,38.323555,5746035
20/04/2022,39.045452,39.454544,38.772728,39.454544,39.135113,16309944
21/04/2022,39.454544,39.590908,39,39.090908,38.774418,8155214
24/04/2022,39,39.090908,38.863636,39.090908,38.774418,3245295
25/04/2022,39.045452,39.090908,38.863636,39,38.684246,4991565
26/04/2022,39.090908,39.454544,39,39.409088,39.090023,7857513
27/04/2022,39.409088,40.636364,39.31818,40.31818,39.991756,14263929
28/04/2022,40.681816,40.81818,40.409088,40.81818,40.487709,14473760
08/05/2022,40.727272,41.909088,40.636364,41.681816,41.344353,15334988
09/05/2022,41.681816,42.045452,41.545452,41.772728,41.434528,14025972
10/05/2022,41.772728,42,41.136364,41.772728,41.434528,10515429
11/05/2022,41.636364,41.954544,41.363636,41.363636,41.028748,8108382
12/05/2022,41.363636,41.363636,39.909088,40.636364,40.307362,15445749
15/05/2022,42,42.900002,40.75,42.349998,42.007122,16405166
16/05/2022,42.299999,43.349998,42.200001,42.5,42.15591,16668242
17/05/2022,42.5,42.5,40.549999,41.200001,40.866436,17043615
18/05/2022,41.200001,41.200001,41.200001,41.200001,40.866436,0
19/05/2022,40.049999,40.25,39.5,39.75,39.428177,12118667
22/05/2022,40,40.099998,38.799999,39.200001,38.882629,8020847
23/05/2022,39.349998,39.5,38.950001,39.5,39.180199,6550143
24/05/2022,39.450001,40.200001,39.099998,40.150002,40.150002,11407875
25/05/2022,40.200001,41.25,40.200001,41,41,7913971
26/05/2022,41.099998,41.450001,40.450001,40.700001,40.700001,7289917
29/05/2022,41.099998,41.5,41.099998,41.349998,41.349998,7459956
30/05/2022,41.349998,41.75,41.200001,41.450001,41.450001,10654289
31/05/2022,41.799999,42,41.25,41.900002,41.900002,32685935
01/06/2022,41.849998,41.849998,41.049999,41.049999,41.049999,5388000
02/06/2022,41,41,40.200001,40.200001,40.200001,6187070
05/06/2022,40.299999,40.75,40.299999,40.650002,40.650002,4205182
06/06/2022,40.700001,41.049999,40.700001,41,41,4943459
07/06/2022,41,41.049999,40.5,40.5,40.5,3399501
08/06/2022,40.549999,40.849998,40.400002,40.599998,40.599998,2576708
09/06/2022,40.650002,40.799999,40.150002,40.400002,40.400002,5251751
12/06/2022,40.099998,40.099998,39.150002,39.200001,39.200001,7310629
13/06/2022,39,39.599998,38.299999,39.400002,39.400002,9707147
14/06/2022,39.400002,39.599998,38.599998,39.049999,39.049999,5922074
15/06/2022,39,39.200001,38.400002,38.450001,38.450001,5760259
16/06/2022,38.450001,38.950001,38.450001,38.5,38.5,8447754
19/06/2022,38.049999,38.099998,36.950001,36.950001,36.950001,8418316
20/06/2022,36.900002,37.400002,36.549999,36.900002,36.900002,7867698
21/06/2022,37.099998,37.799999,37.049999,37.5,37.5,5535262
22/06/2022,37.599998,37.599998,37,37.200001,37.200001,4328876
23/06/2022,37.25,37.599998,37.099998,37.200001,37.200001,4614276
26/06/2022,37.549999,37.849998,37.549999,37.650002,37.650002,2969194
27/06/2022,37.799999,37.799999,37.5,37.599998,37.599998,3064123
28/06/2022,37.650002,38.849998,37.650002,38.849998,38.849998,5585162
29/06/2022,38.799999,39.599998,38.5,39.200001,39.200001,5682287
30/06/2022,39.200001,39.200001,sd,38.900002,38.900002,5564245
